Application Number,Application: Buy Rate,Application: Funded Amount,Application: BPA Broker Negotiation,Application: Origination Fee,Application: Remittance Frequency,Primary Contact Gender,Application: Close Date,customer Age,Amount,crime_record,Applications received All Time,Applications received by last 1 Month,Applications received by last 3 Months,Applications received by last 6 Months,Average Daily Negatives,Average Monthly Sales,Avg Daily Bank Balance,Avg Number of Monthly Deposits,Brokers submitted All Time,Brokers submitted last 1 month,Brokers submitted last 3 months,Brokers submitted last 6 months,Credit Score,Daily Bank Balance v/s Daily Payment,Days,Factor Rate,Has Website,Industry,Inquiry Count,Months,Number of Trade Lines,Office Space,Open Bankruptcy,Position,Public Records,Sales to Payment,Satisfactory,Shipping State,Sum of Monthly Personal Debt,Time In Business Actual,Type,Volume - 4 Months Ago,Volume - 6 Months Ago,Volume - Three Months Ago,Yearly Total Sales,Outcome
APP-409074,1.25,8000.0,0,3.0,Daily,Male,1/12/2018,44.0,8000.0,,2.0,1.0,1.0,1.0,0.5,11627.24,1244.663333,35.0,2.0,1.0,1.0,1.0,700.0,15.4405,132.0,1.33,No,Restaurants,10.0,6.0,11.0,Rent,0.0,First,0.0,,11.0,IL,369.0,1.3,Renewal,11916.05,12003.77,11360.13,139526.88,Pos
APP-408943,1.375,45000.0,0,3.0,Daily,Male,1/12/2018,34.0,45000.0,,4.0,2.0,3.0,4.0,0.833333333,55455.74,3395.77,30.67,1.0,1.0,1.0,1.0,612.0,8.8839,176.0,1.495,No,Law Offices,21.0,8.0,86.0,Rent,1.0,First,1.0,,77.0,TX,4989.0,1.0,Renewal,60809.13,34533.01,19187.45,665468.88,Pos
APP-408779,1.25,10000.0,0,3.0,Daily,Male,1/12/2018,35.0,10000.0,drug,1.0,1.0,1.0,1.0,0.0,32231.18,7750.523333,11.67,1.0,1.0,1.0,1.0,648.0,75.7849,132.0,1.35,Yes,Real Estate,15.0,6.0,37.0,Rent,0.0,First,0.0,,35.0,FL,3701.0,5.3,New Deal,,,59970.29,386774.16,Pos
APP-408483,1.295,42000.0,0,3.0,Daily,Female,1/12/2018,27.0,42000.0,,2.0,1.0,1.0,1.0,0.0,91841.65,3411.146667,42.0,1.0,1.0,1.0,1.0,597.0,7.5765,132.0,1.415,No,Restaurant,17.0,6.0,8.0,Rent,0.0,Second,0.0,,7.0,AZ,1417.0,7.4,New Deal,96903.52,79744.83,89599.77,1102099.8,Pos
APP-408388,1.375,22500.0,0,3.0,Daily,Male,1/12/2018,25.0,22500.0,drug,2.0,2.0,2.0,2.0,0.666666667,29877.78,3748.106667,22.0,2.0,2.0,2.0,2.0,723.0,14.7083,132.0,1.495,No,Childcare,38.0,6.0,13.0,Rent,0.0,First,0.0,,13.0,NY,5266.0,4.0,New Deal,,,48795.71,358533.36,Pos
APP-408111,1.25,13000.0,0,3.0,Daily,Male,1/12/2018,59.0,13000.0,,4.0,1.0,1.0,3.0,0.75,47174.7,10058.892,2.73,2.0,1.0,1.0,2.0,647.0,78.9606,132.0,1.37,Yes,Contracting,25.0,6.0,38.0,Rent,0.0,Second,0.0,,38.0,CT,6019.0,29.0,Paid Renewal,59107.51,182846.81,36157.55,566096.4,Pos
APP-408043,1.375,25000.0,0,3.0,Daily,Female,1/12/2018,47.0,25000.0,,1.0,1.0,1.0,1.0,2.333333333,37698.97,6585.816667,7.67,1.0,1.0,1.0,1.0,675.0,24.2322,132.0,1.435,Yes,Restaurant,4.0,6.0,24.0,Rent,0.0,First,0.0,,22.0,MN,3243.0,0.3,New Deal,,,13676.31,452387.64,Pos
APP-407807,1.375,9500.0,0,3.0,Daily,Male,1/12/2018,54.0,9500.0,,5.0,1.0,1.0,1.0,0.0,12809.59,4370.063333,7.67,5.0,1.0,1.0,1.0,667.0,40.6177,132.0,1.495,Yes,Real Estate,17.0,6.0,8.0,Rent,0.0,First,0.0,,7.0,DC,128.0,11.2,New Deal,,,10005,153715.08,Pos
APP-407218,1.25,20000.0,0,3.0,Daily,Male,1/12/2018,47.0,20000.0,,2.0,1.0,2.0,2.0,0.0,274013.48,136348.03,29.0,1.0,1.0,1.0,1.0,677.0,656.8457,132.0,1.37,Yes,Landscaping,7.0,6.0,30.0,Rent,0.0,Second,2.0,,22.0,MI,4782.0,27.0,New Deal,185116.06,192440.21,241243.27,3288161.76,Pos
APP-407138,1.295,30000.0,0,3.0,Daily,Male,1/12/2018,57.0,30000.0,,3.0,1.0,1.0,2.0,0.0,139722.56,45210.19,20.33,3.0,1.0,1.0,2.0,660.0,145.7312,132.0,1.365,No,Trucking,40.0,6.0,106.0,Rent,0.0,Second,0.0,,103.0,TX,6241.0,32.0,New Deal,153888.0,61759,48326.65,1676670.72,Pos
APP-410284,1.375,12500.0,0,3.0,Daily,Male,1/16/2018,43.0,12500.0,drug,2.0,1.0,1.0,1.0,0.333333333,29930.04,958.665,128.0,2.0,1.0,1.0,1.0,631.0,6.8227,132.0,1.495,No,Retail,23.0,6.05,47.0,Rent,0.0,Second,0.0,,44.0,CA,2564.0,2.0,New Deal,,,57563.03,359160.48,Neg
APP-410030,1.375,10000.0,0,3.0,Daily,Male,1/16/2018,63.0,10000.0,,4.0,1.0,4.0,4.0,0.333333333,15424.85,375.7433333,49.0,3.0,1.0,3.0,3.0,609.0,3.3175,132.0,1.495,No,Limos,70.0,6.0,10.0,Rent,1.0,First,1.0,,9.0,CA,1390.0,8.0,New Deal,,,16712.11,185098.2,Neg
APP-409628,1.25,7000.0,0,3.0,Daily,Male,1/16/2018,41.0,7000.0,traffic,3.0,3.0,3.0,3.0,0.0,13952.69,3753.616667,31.33,3.0,3.0,3.0,3.0,654.0,51.6672,132.0,1.37,No,Retail,29.0,6.0,21.0,Rent,0.0,Second,0.0,,21.0,GA,1515.0,4.3,Potential Dupe,,,42601.78,167432.28,Neg
APP-409584,1.375,17000.0,0,3.0,Daily,Male,1/16/2018,43.0,17000.0,,3.0,1.0,1.0,2.0,0.0,34966.95,2716.353333,23.5,2.0,1.0,1.0,1.0,500.0,18.8113,176.0,1.495,No,Auto Repair,21.0,8.0,30.0,Rent,0.0,First,0.0,,27.0,AL,1534.0,5.0,Paid Renewal,29145.9,70851.9,51895.25,419603.4,Neg
APP-410413,1.25,29000.0,0,3.0,Daily,Male,1/16/2018,62.0,29000.0,,3.0,1.0,1.0,1.0,1.666666667,43695.26,1731.236667,38.67,3.0,1.0,1.0,1.0,589.0,5.752,132.0,1.37,Yes,Law Offices,18.0,6.0,50.0,Rent,0.0,Second,4.0,,41.0,CA,3510.0,25.3,New Deal,,,42028.45,524343.12,Pos
APP-410387,1.27,20000.0,0,3.0,Daily,Male,1/16/2018,34.0,20000.0,traffic,6.0,1.0,2.0,4.0,0.590909091,58606.2,3808.867727,6.67,3.0,1.0,2.0,3.0,466.0,28.5829,176.0,1.39,No,Delivery Services,19.0,8.0,26.0,Rent,0.0,Third,0.0,,25.0,MA,2198.0,2.2,Renewal,85872.6,54198.71,73253.71,703274.4,Pos
APP-410256,1.27,16000.0,0,3.0,Daily,Female,1/16/2018,48.0,16000.0,,2.0,1.0,1.0,2.0,0.75,16811.84,0,76.33,2.0,1.0,1.0,2.0,565.0,,176.0,1.39,No,Healthcare,14.0,8.0,45.0,Rent,1.0,First,1.0,,44.0,IL,3422.0,1.4,Renewal,16145.0,19449,21132,201742.08,Pos
APP-410247,1.27,150000.0,0,3.0,Daily,Male,1/16/2018,63.0,150000.0,drug,4.0,2.0,3.0,3.0,0.0,617760.02,134463.8211,74.2,2.0,1.0,2.0,2.0,689.0,105.7993,176.0,1.39,Yes,Finance,5.0,8.0,20.0,Own,0.0,Second,0.0,,19.0,TX,4374.0,18.5,Renewal,619856.99,665342.4,596583.81,7413120.24,Pos
APP-410230,1.27,20000.0,0,3.0,Daily,Male,1/16/2018,33.0,20000.0,,2.0,1.0,1.0,2.0,0.0,38634.36,3867.335,72.83,1.0,1.0,1.0,1.0,607.0,24.4846,176.0,1.39,Yes,Retail,38.0,8.0,29.0,Rent,0.0,Second,0.0,,26.0,CA,2916.0,,Renewal,82082.09,33036.52,40007.49,463612.32,Pos
APP-410112,1.375,9000.0,0,3.0,Daily,Male,1/16/2018,33.0,9000.0,,1.0,1.0,1.0,1.0,0.0,11689.34,3092.28,36.5,1.0,1.0,1.0,1.0,574.0,30.3373,132.0,1.495,No,Janitorial,20.0,6.0,11.0,Rent,0.0,First,0.0,,5.0,ME,790.0,6.3,New Deal,12968.97,,12780.84,140272.08,Pos
APP-409964,1.295,6000.0,0,3.0,Daily,Male,1/16/2018,44.0,6000.0,drug,2.0,1.0,1.0,1.0,4.333333333,32548.1,2136.57,35.33,1.0,1.0,1.0,1.0,507.0,33.2178,132.0,1.415,No,Contracting,10.0,6.0,25.0,Rent,0.0,First,0.0,,23.0,FL,2638.0,11.0,Paid Renewal,,,49594.25,390577.2,Pos
APP-409371,1.39,6000.0,0,3.0,Daily,Male,1/16/2018,55.0,6000.0,,2.0,1.0,1.0,1.0,0.625,14809.89,1664.1225,12.75,2.0,1.0,1.0,1.0,627.0,35.1154,176.0,1.39,Yes,Marketing,29.0,8.0,20.0,Own,0.0,Second,0.0,,20.0,MO,2456.0,7.9,Paid Renewal,18635.92,4975,20668.11,177718.68,Pos
APP-409227,1.25,9000.0,0,3.0,Daily,Female,1/16/2018,56.0,9000.0,traffic,1.0,1.0,1.0,1.0,0.0,16016.08,3121.935,8.33,1.0,1.0,1.0,1.0,672.0,33.4219,132.0,1.37,No,Transportation,6.0,6.0,22.0,Rent,0.0,Second,0.0,,20.0,CA,527.0,7.7,New Deal,16719.12,16079.35,26077.3,192192.96,Pos
APP-409195,1.25,9500.0,0,3.0,Daily,Male,1/16/2018,60.0,9500.0,,2.0,1.0,1.0,1.0,0.0,11516.09,1916.346667,52.67,2.0,1.0,1.0,1.0,649.0,19.4356,132.0,1.37,Yes,Book stores,10.0,6.0,11.0,Rent,0.0,First,0.0,,11.0,OR,398.0,13.0,New Deal,,,15110.85,138193.08,Pos
APP-408586,1.375,8500.0,0,3.0,Daily,Male,1/16/2018,38.0,8500.0,,2.0,1.0,1.0,1.0,0.666666667,11383.71,512.2633333,31.33,2.0,1.0,1.0,1.0,692.0,5.3211,132.0,1.495,Yes,Restaurant,15.0,6.0,5.0,Rent,0.0,First,0.0,,3.0,CT,50.0,5.3,New Deal,,,11353.47,136604.52,Pos
APP-408218,1.295,12000.0,0,3.0,Daily,Male,1/16/2018,51.0,12000.0,traffic,2.0,1.0,1.0,2.0,1.333333333,57908.89,1429.866667,27.67,2.0,1.0,1.0,2.0,588.0,11.1153,132.0,1.415,Yes,Technology,12.0,6.0,22.0,Own,0.0,Second,0.0,,21.0,LA,2086.0,13.8,New Deal,43423.99,73091.63,56291.4,694906.68,Pos
APP-407371,1.27,35500.0,0,3.0,Daily,Male,1/16/2018,54.0,35500.0,,11.0,2.0,2.0,3.0,0.0,42701.23,15494.34333,20.0,7.0,1.0,1.0,1.0,626.0,55.2639,176.0,1.39,Yes,Insurance,48.0,8.0,29.0,Own,0.0,First,0.0,,29.0,GA,2188.0,22.0,Renewal,45756.22,53574.88,46137.33,512414.76,Pos
APP-410901,1.295,17500.0,0,3.0,Daily,Male,1/17/2018,37.0,17500.0,drug,1.0,1.0,1.0,1.0,1.5,68353.27,10321.7625,12.5,1.0,1.0,1.0,1.0,580.0,55.023,132.0,1.415,No,Contracting,5.0,6.0,39.0,Rent,0.0,Second,0.0,,33.0,CO,3064.0,4.5,New Deal,76163.49,,62594.4,820239.24,Pos
APP-410759,1.39,25000.0,0,3.0,Daily,Female,1/17/2018,43.0,25000.0,traffic,3.0,1.0,1.0,1.0,0.0,34091.55,0,8.0,3.0,1.0,1.0,1.0,628.0,,176.0,1.39,Yes,Real Estate,30.0,8.0,28.0,Rent,0.0,First,0.0,,26.0,NC,2820.0,8.9,Paid Renewal,38537.42,31222,31123.75,409098.6,Pos
APP-410503,1.25,9500.0,0,3.0,Daily,Male,1/17/2018,58.0,9500.0,traffic,2.0,1.0,1.0,1.0,0.0,16907.53,8715.816667,2.0,1.0,1.0,1.0,1.0,637.0,88.3957,132.0,1.37,No,Transportation,10.0,6.0,11.0,Own,0.0,First,0.0,,10.0,CO,1792.0,11.4,New Deal,,,19745.3,202890.36,Pos
APP-410236,1.27,57000.0,0,3.0,Daily,Female,1/17/2018,53.0,57000.0,,2.0,1.0,1.0,2.0,1.666666667,99142.77,0,20.33,2.0,1.0,1.0,2.0,564.0,,176.0,1.39,No,Home health care,23.0,8.0,43.0,Own,0.0,Second,0.0,,38.0,VA,4898.0,,Renewal,70802.0,56547,103557.11,1189713.24,Pos
APP-408821,1.325,150000.0,0,3.0,Daily,Male,1/17/2018,47.0,150000.0,drug,1.0,1.0,1.0,1.0,0.0,239069.64,610858.885,5.33,1.0,1.0,1.0,1.0,704.0,496.0162,176.0,1.445,No,Contracting,13.0,8.0,17.0,Rent,0.0,First,0.0,,15.0,NC,2096.0,3.0,New Deal,511631.85,991046.59,392868.62,2868835.68,Pos
APP-408658,1.375,10000.0,0,3.0,Daily,Female,1/17/2018,54.0,10000.0,drug,3.0,2.0,3.0,3.0,0.666666667,41949.91,3001.176667,16.33,3.0,2.0,3.0,3.0,553.0,26.4981,132.0,1.495,Yes,Real Estate,29.0,6.0,29.0,Own,0.0,Third,0.0,,27.0,NV,8183.0,7.4,New Deal,61642.0,51944,54297.6,503398.92,Pos
APP-410767,1.295,49500.0,0,3.0,Daily,Female,1/18/2018,32.0,49500.0,,2.0,1.0,1.0,1.0,0.0,97513.43,22429.5675,2.75,2.0,1.0,1.0,1.0,685.0,42.2705,132.0,1.415,Yes,Home health care,52.0,6.0,32.0,Rent,1.0,Second,1.0,,31.0,MO,4097.0,3.8,New Deal,114581.2,120111.41,162413.61,1170161.16,Neg
APP-409378,1.375,58000.0,0,3.0,Daily,Male,1/18/2018,53.0,58000.0,,1.0,1.0,1.0,1.0,0.0,76767.94,8702.783333,12.33,1.0,1.0,1.0,1.0,567.0,13.2485,132.0,1.495,No,Carpentry,60.0,6.0,37.0,Rent,0.0,First,9.0,,28.0,NC,3483.0,0.9,New Deal,79384.9,94762.53,64742.04,921215.28,Neg
APP-409031,1.375,20000.0,0,3.0,Daily,Female,1/18/2018,42.0,20000.0,,1.0,1.0,1.0,1.0,0.0,52370.59,5631.513333,33.33,1.0,1.0,1.0,1.0,481.0,25.9015,132.0,1.435,No,Restaurant,11.0,6.0,17.0,Rent,0.0,Second,0.0,,8.0,TX,137.0,1.5,New Deal,49013.0,49698,55162.73,628447.08,Neg
APP-411030,1.25,14500.0,0,3.0,Daily,Female,1/18/2018,40.0,14500.0,,1.0,1.0,1.0,1.0,0.666666667,38527,3869.84,44.33,1.0,1.0,1.0,1.0,634.0,25.9095,132.0,1.37,Yes,Retail,9.0,6.05,22.0,Rent,0.0,Second,0.0,,19.0,TX,2424.0,6.0,New Deal,,,53177.11,462324,Pos
APP-410902,1.295,20000.0,0,3.0,Daily,Male,1/18/2018,53.0,20000.0,traffic,1.0,1.0,1.0,1.0,0.0,42407.42,11113.66667,32.17,1.0,1.0,1.0,1.0,535.0,52.9601,132.0,1.385,No,Healthcare,17.0,6.0,14.0,Rent,0.0,Second,0.0,,13.0,SC,2838.0,3.9,New Deal,48994.26,34289.45,27749.12,508889.04,Pos
APP-410846,1.27,10500.0,0,3.0,Daily,Male,1/18/2018,58.0,10500.0,traffic,4.0,1.0,2.0,2.0,1.0,24482.4,4297.373333,34.33,2.0,1.0,1.0,1.0,594.0,51.8192,176.0,1.39,Yes,Dentists,21.0,8.0,21.0,Rent,0.0,Second,0.0,,15.0,FL,16774.0,44.8,Renewal,28577.55,22581.75,23337.19,293788.8,Pos
APP-410805,1.25,6000.0,0,3.0,Daily,Male,1/18/2018,51.0,6000.0,traffic,1.0,1.0,1.0,1.0,0.0,12456.4,4874.486667,25.0,1.0,1.0,1.0,1.0,669.0,80.6367,132.0,1.33,No,Auto Repair,5.0,6.0,9.0,Own,1.0,First,1.0,,8.0,WI,73.0,0.9,New Deal,,,13054.59,149476.8,Pos
APP-410569,1.295,80000.0,0,3.0,Daily,Male,1/18/2018,61.0,80000.0,,3.0,1.0,1.0,1.0,4.333333333,215061.56,17229.57333,24.33,3.0,1.0,1.0,1.0,668.0,20.827,132.0,1.365,Yes,Construction,19.0,6.0,20.0,Rent,0.0,Second,0.0,,20.0,NJ,29744.0,15.6,New Deal,208540.83,365746.22,257136.08,2580738.72,Pos
APP-409914,1.25,7500.0,0,3.0,Daily,Female,1/18/2018,60.0,7500.0,drug,1.0,1.0,1.0,1.0,1.0,8966.28,0,22.67,1.0,1.0,1.0,1.0,573.0,,132.0,1.38,Yes,Recreation,6.0,6.05,22.0,Rent,0.0,First,0.0,,20.0,GA,1816.0,14.3,New Deal,,,9895.4,107595.36,Pos
APP-409907,1.295,16500.0,0,3.0,Daily,Female,1/18/2018,45.0,16500.0,,1.0,1.0,1.0,1.0,0.0,20586.96,2290.01,39.0,1.0,1.0,1.0,1.0,525.0,13.3233,132.0,1.375,Yes,Delivery Services,4.0,6.0,32.0,Rent,0.0,First,0.0,,29.0,TX,2757.0,0.9,New Deal,19408.39,,26468.97,247043.52,Pos
APP-409707,1.27,115500.0,0,3.0,Daily,Female,1/18/2018,46.0,115500.0,drug,13.0,3.0,3.0,4.0,0.6875,106790.11,6196.46,79.25,3.0,2.0,2.0,2.0,549.0,6.8047,176.0,1.39,Yes,Restaurant,19.0,8.0,21.0,Own,0.0,First,0.0,,12.0,CA,30830.0,19.2,Renewal,89457.58,95319.68,87531.51,1281481.32,Pos
APP-409689,1.375,15000.0,0,3.0,Daily,Male,1/18/2018,38.0,15000.0,traffic,2.0,1.0,2.0,2.0,0.0,52767.83,9688.353333,50.0,2.0,1.0,2.0,2.0,505.0,59.8305,132.0,1.425,Yes,Restaurant,15.0,6.0,48.0,Rent,0.0,Second,0.0,,44.0,OH,34089.0,7.4,New Deal,,,38366.92,633213.96,Pos
APP-409539,1.295,6500.0,0,3.0,Daily,Female,1/18/2018,66.0,6500.0,,1.0,1.0,1.0,1.0,0.0,7894.15,3803.25,28.75,1.0,1.0,1.0,1.0,595.0,54.5817,132.0,1.415,No,Bars,20.0,6.0,19.0,Rent,0.0,First,0.0,,9.0,FL,405.0,22.1,New Deal,10939.5,,7891,94729.8,Pos
APP-411909,1.295,11000.0,0,3.0,Daily,Male,1/19/2018,51.0,11000.0,,1.0,1.0,1.0,1.0,1.0,15990.58,1870.126667,15.33,1.0,1.0,1.0,1.0,558.0,15.8593,132.0,1.415,No,Childcare,14.0,6.0,25.0,Rent,0.0,First,0.0,,22.0,MD,5616.0,0.9,New Deal,,,16793.25,191886.96,Neg
APP-411553,1.26,55000.0,0,3.0,Daily,Male,1/19/2018,42.0,55000.0,,1.0,1.0,1.0,1.0,0.0,172815,103658.0233,16.0,1.0,1.0,1.0,1.0,717.0,122.0928,154.0,1.39,Yes,Food & Beverage,16.0,8.0,25.0,Rent,0.0,Second,0.0,,25.0,CA,847.0,7.0,New Deal,178930.0,104800,208800,2073780,Neg
APP-411216,1.375,8500.0,0,3.0,Daily,Female,1/19/2018,42.0,8500.0,,1.0,1.0,1.0,1.0,0.0,11029.34,1529.45,39.0,1.0,1.0,1.0,1.0,431.0,15.8871,132.0,1.495,Yes,Painting,10.0,6.0,9.0,Rent,0.0,First,0.0,,3.0,IN,105.0,,New Deal,,,13154.89,132352.08,Neg
APP-411096,1.375,20000.0,0,3.0,Daily,Female,1/19/2018,65.0,20000.0,drug,2.0,1.0,2.0,2.0,0.0,50125,3941.75,56.33,1.0,1.0,1.0,1.0,722.0,17.4013,132.0,1.495,Yes,Towing,8.0,6.0,10.0,Own,0.0,First,0.0,,10.0,FL,591.0,1.7,New Deal,,,51459.05,601500,Neg
APP-410976,1.325,115000.0,0,3.0,Daily,Male,1/19/2018,48.0,115000.0,,1.0,1.0,1.0,1.0,0.0,110114.74,24390.21429,19.57,1.0,1.0,1.0,1.0,659.0,24.286,176.0,1.445,Yes,Real Estate,18.0,8.0,46.0,Own,0.0,First,0.0,,46.0,VA,10672.0,4.4,New Deal,220296.29,88422.34,31618.79,1321376.88,Neg
APP-410165,1.375,47000.0,0,3.0,Daily,Male,1/19/2018,62.0,47000.0,,4.0,1.0,1.0,1.0,0.0,61993.21,37254.7275,11.0,4.0,1.0,1.0,1.0,666.0,115.6041,132.0,1.495,No,Real Estate,53.0,6.0,20.0,Rent,0.0,First,0.0,,16.0,CA,2166.0,4.0,New Deal,56619.88,58627.51,63057.45,743918.52,Neg
APP-412077,1.295,6500.0,0,3.0,Daily,Male,1/19/2018,34.0,6500.0,,1.0,1.0,1.0,1.0,0.0,11417.11,2190.01,12.0,1.0,1.0,1.0,1.0,716.0,32.8239,132.0,1.355,Yes,Wholesale,9.0,6.0,12.0,Rent,0.0,First,2.0,,12.0,NY,1932.0,3.4,New Deal,,,7686.45,137005.32,Pos
APP-411375,1.375,15000.0,0,3.0,Daily,Male,1/19/2018,48.0,15000.0,,1.0,1.0,1.0,1.0,0.0,82411.01,10070.30667,30.0,1.0,1.0,1.0,1.0,604.0,59.2755,132.0,1.495,Yes,Wholesale,19.0,6.0,14.0,Own,0.0,Third,0.0,,11.0,FL,29126.0,2.7,New Deal,62814.46,100382.09,100051.39,988932.12,Pos
APP-411294,1.25,21000.0,0,3.0,Daily,Male,1/19/2018,65.0,21000.0,,7.0,2.0,2.0,2.0,0.0,51269.7,4334.4675,8.0,4.0,2.0,2.0,2.0,639.0,19.8875,132.0,1.37,Yes,Law Offices,8.0,6.0,23.0,Rent,0.0,First,0.0,,18.0,TX,3183.0,40.0,Paid Renewal,125416.34,,29012.52,615236.4,Pos
APP-411152,1.25,12000.0,0,3.0,Daily,Male,1/19/2018,49.0,12000.0,drug,4.0,1.0,1.0,1.0,0.0,140198.71,14462.25667,167.0,4.0,1.0,1.0,1.0,681.0,123.3245,132.0,1.29,No,Wholesale,47.0,6.0,26.0,Rent,0.0,Third,0.0,,26.0,KY,4205.0,9.8,New Deal,125799.43,96280.61,124740.83,1682384.52,Pos
APP-411133,1.27,30000.0,0,3.0,Daily,Male,1/19/2018,39.0,30000.0,,3.0,1.0,1.0,2.0,0.0,41417.34,12675.39143,31.33,2.0,1.0,1.0,2.0,509.0,58.1221,176.0,1.33,No,Delivery Services,16.0,8.0,16.0,Own,0.0,First,1.0,,11.0,NM,4338.0,2.0,Paid Renewal,24776.48,53564.06,29818.19,497008.08,Pos
APP-410911,1.295,19500.0,0,3.0,Daily,Male,1/19/2018,35.0,19500.0,,2.0,1.0,1.0,1.0,0.166666667,52392.66,6664.853333,8.67,2.0,1.0,1.0,1.0,570.0,32.126,133.0,1.415,No,Construction,51.0,6.05,27.0,Rent,0.0,Second,0.0,,24.0,MD,4896.0,10.1,New Deal,,,64956.09,628711.92,Pos
APP-410000,1.25,24000.0,0,3.0,Daily,Male,1/19/2018,38.0,24000.0,,14.0,3.0,3.0,3.0,0.0,60061.98,20056.15333,44.67,7.0,3.0,3.0,3.0,525.0,84.8542,132.0,1.3,Yes,Delivery Services,70.0,6.0,51.0,Rent,0.0,Second,0.0,,49.0,NY,6439.0,11.5,Potential Dupe,,,50886.14,720743.76,Pos
APP-409927,1.375,21000.0,0,3.0,Daily,Female,1/19/2018,40.0,21000.0,,3.0,1.0,1.0,3.0,0.8,24966.36,2266.132,14.8,3.0,1.0,1.0,3.0,508.0,11.669,176.0,1.495,Yes,Electrical,34.0,8.0,34.0,Rent,0.0,First,0.0,,26.0,TX,10273.0,7.0,Renewal,,,28415,299596.32,Pos
APP-409001,1.375,150000.0,0,3.0,Daily,Male,1/19/2018,37.0,150000.0,drug,1.0,1.0,1.0,1.0,3.333333333,253936.36,9708.146667,52.0,1.0,1.0,1.0,1.0,561.0,6.6669,154.0,1.495,Yes,Contracting,21.0,7.0,36.0,Rent,0.0,Second,0.0,,34.0,NJ,14353.0,7.6,New Deal,413351.48,288959.71,363960.52,3047236.32,Pos
APP-408158,1.325,17000.0,0,3.0,Daily,Male,1/19/2018,45.0,17000.0,traffic,2.0,1.0,1.0,2.0,0.0,17124.26,2947.656667,17.5,1.0,1.0,1.0,1.0,487.0,21.1196,176.0,1.445,No,Plumbing,3.0,8.0,39.0,Rent,0.0,First,0.0,,22.0,IL,4787.0,1.5,Renewal,17371.14,15824.95,16859.88,205491.12,Pos
APP-411574,1.375,12500.0,0,3.0,Daily,Female,1/22/2018,49.0,12500.0,drug,2.0,1.0,1.0,2.0,0.666666667,17237.55,1846.86,26.67,2.0,1.0,1.0,2.0,636.0,13.0456,132.0,1.495,No,Childcare,23.0,6.0,28.0,Rent,0.0,First,0.0,0.0,28.0,TX,2357.0,3.7,New Deal,,,14651.07,206850.6,Neg
APP-412223,1.27,12000.0,0,3.0,Daily,Male,1/22/2018,54.0,12000.0,,2.0,1.0,1.0,1.0,0.0,11136.78,3000.153571,6.0,2.0,1.0,1.0,1.0,513.0,30.9033,176.0,1.39,No,Trucking,15.0,8.0,28.0,Rent,0.0,First,0.0,,27.0,KS,4366.0,3.0,Renewal,14953.63,8356.66,7203.03,133641.36,Neg
APP-412168,1.27,28000.0,0,1.0,Daily,Male,1/22/2018,30.0,28000.0,traffic,4.0,1.0,2.0,3.0,0.0,89975.36,16264.2075,13.0,1.0,1.0,1.0,1.0,576.0,57.652,133.0,1.34,No,Landscaping,69.0,6.05,19.0,Rent,0.0,Third,1.0,,19.0,MD,4559.0,2.8,New Deal,85706.06,120553.05,133044.5,1079704.32,Neg
APP-411997,1.375,5000.0,0,3.0,Daily,Female,1/22/2018,31.0,5000.0,drug,2.0,1.0,1.0,2.0,0.0,28705.12,2823.01875,11.25,2.0,1.0,1.0,2.0,508.0,55.7153,132.0,1.495,No,Janitorial,11.0,6.0,32.0,Rent,0.0,Second,0.0,,26.0,SC,2383.0,7.6,New Deal,31261.07,40227.17,28428.61,344461.44,Neg
APP-411981,1.375,18000.0,0,3.0,Daily,Female,1/22/2018,48.0,18000.0,,1.0,1.0,1.0,1.0,1.4,24505.95,1743.156,33.9,1.0,1.0,1.0,1.0,695.0,6.7482,132.0,1.465,No,Retail,6.0,6.0,22.0,Rent,0.0,First,0.0,,20.0,OH,1652.0,2.0,New Deal,20237.61,21769.21,28197.58,294071.4,Neg
APP-411767,1.25,12000.0,0,3.0,Daily,Male,1/22/2018,62.0,12000.0,,1.0,1.0,1.0,1.0,0.0,73731.14,11426.06333,60.33,1.0,1.0,1.0,1.0,720.0,91.7387,132.0,1.37,Yes,Spa/Salon,18.0,6.0,44.0,Rent,0.0,Third,0.0,,44.0,TX,7137.0,2.9,New Deal,,,88562.03,884773.68,Neg
APP-409692,1.375,15500.0,0,3.0,Weekly,Male,1/22/2018,31.0,15500.0,,1.0,1.0,1.0,1.0,0.75,20667.43,1630.0225,30.5,1.0,1.0,1.0,1.0,546.0,9.2852,132.0,1.495,No,Retail,6.0,6.0,19.0,Rent,0.0,First,0.0,,8.0,NY,4982.0,5.7,New Deal,16795.9,,20055.68,248009.16,Neg
APP-409194,1.25,43500.0,0,3.0,Daily,Male,1/22/2018,39.0,43500.0,,4.0,3.0,4.0,4.0,0.0,53677.88,25658.59667,12.67,3.0,3.0,3.0,3.0,672.0,59.8926,132.0,1.3,Yes,HVAC,41.0,6.0,19.0,Rent,0.0,First,0.0,16.8,19.0,CA,3424.0,0.5,New Deal,,,38103,644134.56,Pos
APP-405078,1.295,8000.0,0,3.0,Daily,Female,1/22/2018,46.0,8000.0,,3.0,2.0,3.0,3.0,0.0,10056.06,2506.0875,34.25,3.0,2.0,3.0,3.0,,31.444,132.0,1.315,Yes,Beauty salons,13.0,6.0,0.0,Rent,0.0,First,0.0,,0.0,FL,0.0,1.1,New Deal,11084.12,,9425.49,120672.72,Pos
